policy,action_index,action_label,adjustment,reward,defaulted,predicted_pd,new_limit,monthly_interest,fee_income,expected_loss,rwa_cost,constraint_penalty
ppo_optimized,4,+20%,0.20000000298023224,-151.10051652645436,0,0.04036665346038195,4344.749185700235,7.087538466631937,6.7963989614166715,10.49034100288747,1.5258677822381774,0.0
ppo_optimized,4,+20%,0.20000000298023224,-1912.6477764228741,1,0.09397616590676618,6878.935815559873,21.555315172846075,24.303985908939616,74.27514874472064,10.803657999232092,0.0
ppo_optimized,4,+20%,0.20000000298023224,-1445.2621459290094,0,0.059547355897043644,9923.838262351683,44.34050967744395,33.005008068539425,96.81320404869896,14.081920588901667,0.0
ppo_optimized,4,+20%,0.20000000298023224,-1040.8328338507417,0,0.06390327752784275,7851.9365116452445,29.89664802789341,30.98860719341831,70.05143918955254,10.189300245753095,0.0
ppo_optimized,4,+20%,0.20000000298023224,-2799.5938023918075,0,0.08454482846780306,11049.344069989396,59.83064860848342,57.57002501251663,185.4736372031265,26.977983593182035,0.0
ppo_optimized,4,+20%,0.20000000298023224,-2913.2097436515733,0,0.1697726050326996,5540.69720364008,30.31652494980439,25.77260323848089,188.72023192979452,27.45021555342466,1.2443151258174898
ppo_optimized,4,+20%,0.20000000298023224,-227.27113155562182,0,0.02444686838437379,8307.286776065139,19.024024127164754,21.899717044496906,17.052853179191434,2.4804150078823906,0.0
ppo_optimized,4,+20%,0.20000000298023224,-2790.26774109978,0,0.10434730920009344,8002.707848060382,47.982893207555755,49.053506809304466,183.58581244094242,26.703390900500718,0.0
ppo_optimized,4,+20%,0.20000000298023224,-233.7102780234818,0,0.017322106355973962,15000.0,29.65606604142374,32.87051160840795,18.835869435875427,2.7397628270364254,0.0
ppo_optimized,4,+20%,0.20000000298023224,-1802.494852049097,0,0.1156036115994007,4140.271411964779,27.684260213939933,15.3851559959846,117.34801705693201,17.068802481008287,0.0
ppo_optimized,4,+20%,0.20000000298023224,-1116.6280813676867,0,0.06716790350342748,6496.144586693635,30.116463095607855,19.771208413925436,74.17152185924519,10.78858499770839,0.0
ppo_optimized,4,+20%,0.20000000298023224,-826.0753186967725,0,0.042829559670586034,8432.714770324064,36.326640065891674,34.80718027661451,57.04797993891366,8.297887991114715,0.0
ppo_optimized,4,+20%,0.20000000298023224,-2267.4421678139784,0,0.05788762488554904,14505.145324462932,72.55575755536518,82.04848283320668,154.00295081056677,22.400429208809708,0.0
ppo_optimized,4,+20%,0.20000000298023224,-425.32864044004714,0,0.04021034269568595,10313.991817424798,20.159462232668815,21.968787640580018,29.722692447666216,4.323300719660541,0.0
ppo_optimized,4,+20%,0.20000000298023224,-610.6521305116125,0,0.049734187346851984,6823.57439853769,22.76591894725229,19.509599547599972,41.51563086168274,6.038637216244761,0.0
ppo_optimized,4,+20%,0.20000000298023224,-1754.5143270909468,0,0.08060539880135395,11203.286135180544,39.55649416925344,44.61180831122092,116.9104562155239,17.005157267712566,0.0
ppo_optimized,4,+20%,0.20000000298023224,-1185.013483386751,0,0.04793691985396898,15000.0,46.53447504209391,54.83356254886184,81.79304468644378,11.897170136210004,0.0
ppo_optimized,4,+20%,0.20000000298023224,-245.4851619567282,0,0.026790393466956164,8661.619985757416,18.188917188382526,17.328810658670704,17.867235767870497,2.5988706571447997,0.0
ppo_optimized,4,+20%,0.20000000298023224,-229.85641419648738,0,0.031495877192221994,5015.0507962519105,13.888218877396598,8.501843790597906,16.038793326643358,2.3329153929663065,0.0
ppo_optimized,4,+20%,0.20000000298023224,-7835.657648581938,0,0.30797336483587906,4856.210301132086,44.58648180753181,42.92402814294655,503.48645704350696,73.23439375178282,4.699334120896976
ppo_optimized,4,+20%,0.20000000298023224,-1032.2423031600922,0,0.04800409401864135,8783.401788593883,39.78721538470128,29.374536307254047,70.03147169579492,10.186395883024716,0.0
ppo_optimized,4,+20%,0.20000000298023224,-247.26087685006263,0,0.04571387171194558,6034.324171808738,10.055544130496067,7.764475042533643,16.854854660427836,2.451615223334958,0.0
