policy,action_index,action_label,adjustment,reward,defaulted,predicted_pd,new_limit,monthly_interest,fee_income,expected_loss,rwa_cost,constraint_penalty
static_maintain,2,0%,0.0,-5620.46166595844,0,0.28217489521823996,8435.749408216765,89.60795397554449,92.7044645644239,927.1208842049051,134.85394679344074,4.054372380455999
static_maintain,2,0%,0.0,-10.347676183304324,0,0.009293757297274817,5540.636682672626,18.093161769097108,10.122354215917294,6.165626654818401,0.8968184225190401,0.0
static_maintain,2,0%,0.0,-10.576468645436298,0,0.012034796059365381,5768.3213717011,11.189548833892689,9.116912350670763,4.937677734447635,0.7182076704651106,0.0
static_maintain,2,0%,0.0,-193.3760927933962,0,0.05490608001693097,6221.181700199145,17.924028766118926,14.395562596787977,36.08506578080428,5.248736840844258,0.0
static_maintain,2,0%,0.0,-8398.85504452897,1,0.15434087319780343,9672.722656415704,119.43239287175417,89.1289114280741,675.8876594774206,98.31093228762482,0.8585218299450859
static_maintain,2,0%,0.0,-3334.119153535471,0,0.2673646687140095,9267.979823643456,56.07772177259889,51.92811965294828,549.7507218121344,79.96374135449227,3.6841167178502374
static_maintain,2,0%,0.0,-1732.3756796018904,0,0.21360131671163518,5833.1809925839225,36.72593827063931,32.291626775330734,287.639321642889,41.83844678442022,2.3400329177908796
static_maintain,2,0%,0.0,-177.47332682924431,0,0.02622918323857738,9132.388883775342,40.44374264305691,25.36118373015236,38.89623234341554,5.657633795405896,0.0
static_maintain,2,0%,0.0,-2833.242672769007,0,0.23720947180141455,6030.202749913298,53.6824020139078,36.32991801351333,466.9123883141762,67.91452920933473,2.930236795035364
static_maintain,2,0%,0.0,-337.1120283939571,0,0.0870359616091299,6430.550162550706,18.816090571575568,19.645700099679072,60.04813967612396,8.734274861981666,0.0
static_maintain,2,0%,0.0,-43.420207696914254,0,0.018080207960639777,3383.3081613721124,17.473838461312862,11.559379067372783,11.584123219209287,1.6849633773395325,0.0
static_maintain,2,0%,0.0,-494.9998530669884,0,0.05595120362329463,6900.976117581779,44.636813350160025,33.11953418307241,91.574392537826,13.319911641865598,0.0
static_maintain,2,0%,0.0,-7929.077405208722,0,0.4348952899842153,9223.10302183842,81.13127813714168,89.37176016463263,1293.7323935155493,188.17925723862535,7.872382249605383
static_maintain,2,0%,0.0,-2001.5137851990373,0,0.294291412948107,4679.126539880075,30.50589859214165,31.206038850499898,329.17954666421133,47.88066133297619,4.357285323702675
static_maintain,2,0%,0.0,-3243.6879313617233,0,0.20721224535536226,7178.713115298311,71.0773074478889,65.05668979835387,540.029910569984,78.54980517381586,2.1803061338840566
static_maintain,2,0%,0.0,-74.19344525817839,0,0.027167132626235428,6180.9628923604805,16.186741499619398,10.468539554683362,16.124069613914138,2.345319216569329,0.0
static_maintain,2,0%,0.0,-264.8331214866379,0,0.06510352053067085,4933.96903844003,20.27375127502744,17.588492794606218,48.396061353473655,7.0394271059598035,0.0
static_maintain,2,0%,0.0,-1146.5703689201137,0,0.10610151449596832,5462.6891644479165,51.058439371637526,44.75648792503143,198.63718398814837,28.89268130736703,0.0
static_maintain,2,0%,0.0,-184.80288487884548,0,0.024769649507995154,8806.822099106517,46.65980669812537,33.58863372972204,42.37739212752357,6.163984309457973,0.0
static_maintain,2,0%,0.0,-1134.2610958741145,0,0.1054115925054033,6009.149219810834,49.94581776550902,23.202857852748366,193.04516695372223,28.079297011450503,0.0
static_maintain,2,0%,0.0,-121.55550787380993,0,0.02038766770176919,7685.776548269507,40.703943968827005,28.054760439382882,30.428144405555496,4.425911913535344,0.0
static_maintain,2,0%,0.0,-621.4405196229586,0,0.08532987035838316,5597.15143267912,34.94487404586162,27.450273515213034,109.33419097419136,15.903155050791467,0.0
static_maintain,2,0%,0.0,-34.651769214922915,0,0.022197210099523385,6600.952755605158,11.533429903218378,12.526419918574206,9.387032113428349,1.3653864892259415,0.0
static_maintain,2,0%,0.0,-574.8451151261313,0,0.07417841233872781,4937.285871913895,38.127577692978264,35.63774303275571,103.70224991817615,15.083963624461985,0.0
static_maintain,2,0%,0.0,-212.88487672440766,0,0.04360888955866239,3859.1170574708244,25.08192317763164,12.876811640383595,40.105809984980404,5.8335723614516946,0.0
static_maintain,2,0%,0.0,-916.3438029838711,1,0.028128809614751428,9788.725003091151,22.095175989858745,14.250663051203043,22.788736623516,3.314725327056873,0.0
static_maintain,2,0%,0.0,-247.91896186543033,0,0.06391014651019028,3786.9096927907,19.27533127672716,15.318973924016937,45.16927235069649,6.570075978283126,0.0
static_maintain,2,0%,0.0,-17.627310488673718,0,0.011549909705613749,5487.922197144466,19.542019911630355,14.593167274999256,8.275980732970009,1.2037790157047283,0.0
static_maintain,2,0%,0.0,-1945.7117433525962,0,0.21434032445760445,3505.2251616233953,40.730998581294365,18.063523031230297,320.110833217885,46.56157574078327,2.3585081114401114
static_maintain,2,0%,0.0,-363.94737701527066,0,0.10947533928133193,3832.4278776284737,15.80285919963782,17.001790544052287,63.434190324833835,9.22679131997583,0.0
static_maintain,2,0%,0.0,-74.74164902902496,0,0.02815567157064802,13109.65066057295,16.977913923006973,17.907404727698307,17.52756750693361,2.549464364644889,0.0
static_maintain,2,0%,0.0,-2113.371932668419,0,0.2330816881251529,4587.953204304534,41.07296781158359,43.87193892238323,351.02307804057887,51.05790226044784,2.8270422031288227
static_maintain,2,0%,0.0,-1475.1382559449883,0,0.18213705638930205,4822.757403415368,36.80403035086307,26.919104427777004,245.79051755018685,35.7513480072999,1.5534264097325514
static_maintain,2,0%,0.0,-385.9866266798538,0,0.042299374454253476,10820.33833952451,50.16747768893314,50.503366245359004,77.80860722028497,11.317615595677811,0.0
static_maintain,2,0%,0.0,-488.85627763039685,0,0.050777314568043935,9255.278622767008,50.277688945783446,46.34624236374178,93.60875433632475,13.615818812556329,0.0
static_maintain,2,0%,0.0,-1105.0534256649325,0,0.15044121787150308,5109.470823760562,33.756783663220695,26.599891870370822,186.20842700972528,27.084862110505497,0.7610304467875771
static_maintain,2,0%,0.0,-568.2141932483412,0,0.08426262826522156,4517.834004876949,31.8652545118682,15.692040810135403,98.4518368353749,14.320267176054532,0.0
static_maintain,2,0%,0.0,-1066.9167782340091,0,0.11543980274808607,9174.36277092186,42.813579697946466,23.724689516723725,181.22101049324814,26.359419708108817,0.0
